 -4.947   0.640   0.051
 -4.832   0.368   0.046
 -4.718   0.883   0.094
 -4.604   0.758   0.115
 -4.490   0.393   0.146
 -4.375   0.565   0.212
 -4.261   1.452   0.552
 -4.147   1.868   0.559
 -4.033   0.195   0.472
 -3.918   0.124   0.551
 -3.804   1.095   0.537
 -3.690   0.320   0.556
 -3.576   0.164   0.473
 -3.461   0.099   0.675
 -3.347   0.114   0.667
 -3.233   0.116   0.506
 -3.119   0.143   0.502
 -3.004   0.053   0.298
 -2.890   0.121   0.535
 -2.776   0.121   0.670
 -2.662   0.050   0.310
 -2.547   0.163   1.111
 -2.433   0.211   0.907
 -2.319   0.179   0.991
 -2.205   0.132   1.434
 -2.090   0.142   1.824
 -1.976   0.145   1.766
 -1.862   0.161   2.618
 -1.748   0.112   2.241
 -1.633   0.033   0.601
 -1.519   0.048   0.545
 -1.405   0.076   0.428
 -1.291   0.060   0.441
 -1.176   0.041   1.162
 -1.062   0.034   0.775
 -0.948   0.028   0.526
 -0.833   0.022   0.343
 -0.719   0.021   0.341
 -0.605   0.018   0.288
 -0.491   0.021   0.275
 -0.376   0.037   0.326
 -0.262   0.039   0.219
 -0.148   0.044   0.141
 -0.034   0.022   0.130
  0.081   0.030   0.067
  0.195   0.057   0.092
  0.309   0.090   0.104
  0.423   0.093   0.098
  0.538   0.110   0.087
  0.652   0.159   0.093
  0.766   0.198   0.109
  0.880   0.222   0.116
  0.995   0.197   0.092
  1.109   0.170   0.079
  1.223   0.141   0.065
  1.337   0.109   0.048
  1.452   0.086   0.036
  1.566   0.078   0.029
  1.680   0.095   0.032
  1.794   0.110   0.034
  1.909   0.125   0.037
  2.023   1.796   0.688
  2.137   0.338   0.146
  2.251   0.211   0.083
  2.366   0.189   0.070
  2.480   0.188   0.068
  2.594   0.176   0.056
  2.708   0.428   0.102
  2.823   0.516   0.117
  2.937   0.383   0.090
  3.051   0.239   0.060
  3.165   0.193   0.040
  3.280   0.183   0.038
  3.394   0.173   0.036
  3.508   0.204   0.053
  3.622   0.122   0.029
  3.737   0.116   0.028
  3.851   0.171   0.032
  3.965   0.253   0.037
  4.079   0.309   0.033
  4.194   0.450   0.044
  4.308   0.764   0.070
  4.422   0.965   0.086
  4.536   0.995   0.086
  4.651   1.026   0.085
  4.765   1.060   0.085
  4.879   1.111   0.086
  4.993   0.681   0.051
  5.108   0.472   0.033
  5.222   0.266   0.017
  5.336   0.022   0.015
  5.450   0.013   0.010
  5.565   0.004   0.004
  5.679   0.000   0.000
  5.793   0.000   0.000
  5.907   0.000   0.000
  6.022   0.000   0.000
  6.136   0.000   0.000
  6.250   0.000   0.000
  6.365   0.000   0.000
  6.479   0.000   0.000
  6.593   0.000   0.000
  6.707   0.000   0.000
  6.822   0.000   0.000
  6.936   0.000   0.000
  7.050   0.000   0.000
  7.164   0.000   0.000
  7.279   0.000   0.000
  7.393   0.000   0.000
  7.507   0.000   0.000
  7.621   0.000   0.000
